[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 716 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 886 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 721 | Tension: 0.999586
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1015 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 727 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1032 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 834 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1031 | Tension: 0.999688
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 782 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2162 | Tension: 1.000212
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2263 | Tension: 0.999631
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1117 | Tension: 1.000015
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 695 | Tension: 0.999818
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1298 | Tension: 1.001028
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1837 | Tension: 1.000331
[!] AVALANCHE in head | Flips: 9764 | Tension: 0.996580
Step 43 | Loss: 5.2883 | TPS: 5472.38 | Flips: 0.0376% | P-Scale: 0.9996 | Anneal: 0.71 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1666 | Tension: 0.999308
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1427 | Tension: 0.998880
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 674 | Tension: 0.999877
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 674 | Tension: 0.999421
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 748 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 758 | Tension: 0.999538
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1151 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1153 | Tension: 0.999361
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 850 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 717 | Tension: 0.999553
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 908 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 671 | Tension: 0.999529
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 872 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 627 | Tension: 0.999586
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 987 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 728 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1098 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 856 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1112 | Tension: 0.999689
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 811 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2210 | Tension: 1.000215
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2249 | Tension: 0.999633
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1199 | Tension: 1.000016
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 714 | Tension: 0.999819
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1395 | Tension: 1.001033
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2055 | Tension: 1.000335
[!] AVALANCHE in head | Flips: 10228 | Tension: 0.996576
Step 44 | Loss: 5.2863 | TPS: 5472.67 | Flips: 0.0386% | P-Scale: 0.9996 | Anneal: 0.72 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1637 | Tension: 0.999309
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1460 | Tension: 0.998876
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 666 | Tension: 0.999878
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 680 | Tension: 0.999420
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 789 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 792 | Tension: 0.999537
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1111 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1260 | Tension: 0.999360
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 856 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 671 | Tension: 0.999553
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 1013 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 703 | Tension: 0.999528
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 914 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 629 | Tension: 0.999586
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 962 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 784 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1073 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 818 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1104 | Tension: 0.999689
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 880 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2156 | Tension: 1.000218
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2212 | Tension: 0.999634
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1159 | Tension: 1.000018
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 809 | Tension: 0.999820
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1313 | Tension: 1.001037
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1985 | Tension: 1.000338
[!] AVALANCHE in head | Flips: 10763 | Tension: 0.996573
Step 45 | Loss: 5.2974 | TPS: 5478.29 | Flips: 0.0392% | P-Scale: 0.9996 | Anneal: 0.72 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1609 | Tension: 0.999311
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1434 | Tension: 0.998873
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 733 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 641 | Tension: 0.999419
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 767 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 774 | Tension: 0.999536
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1051 | Tension: 1.000091
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1031 | Tension: 0.999360
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 899 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 696 | Tension: 0.999553
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 936 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 695 | Tension: 0.999527
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 862 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 578 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1050 | Tension: 0.999779
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 752 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1120 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 782 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1054 | Tension: 0.999689
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 723 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2181 | Tension: 1.000221
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2205 | Tension: 0.999636
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1054 | Tension: 1.000019
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 733 | Tension: 0.999822
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1367 | Tension: 1.001041
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1872 | Tension: 1.000342
[!] AVALANCHE in head | Flips: 10277 | Tension: 0.996571
Step 46 | Loss: 5.4926 | TPS: 5461.28 | Flips: 0.0379% | P-Scale: 0.9996 | Anneal: 0.73 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1628 | Tension: 0.999312
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1453 | Tension: 0.998870
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 723 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 672 | Tension: 0.999418
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 745 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 713 | Tension: 0.999534
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1034 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1211 | Tension: 0.999359
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 812 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 726 | Tension: 0.999552
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 884 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 646 | Tension: 0.999526
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 866 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 647 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 924 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 724 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1048 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 865 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1151 | Tension: 0.999689
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 804 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2196 | Tension: 1.000223
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2310 | Tension: 0.999638
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1228 | Tension: 1.000020
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 929 | Tension: 0.999823
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1260 | Tension: 1.001045
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2013 | Tension: 1.000345
[!] AVALANCHE in head | Flips: 10258 | Tension: 0.996568
Step 47 | Loss: 5.3524 | TPS: 5452.04 | Flips: 0.0385% | P-Scale: 0.9996 | Anneal: 0.73 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1565 | Tension: 0.999313
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1457 | Tension: 0.998866
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 770 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 667 | Tension: 0.999417
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 746 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 748 | Tension: 0.999533
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1099 | Tension: 1.000089
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1143 | Tension: 0.999358
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 922 | Tension: 0.999908
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 693 | Tension: 0.999552
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 881 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 638 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 867 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 702 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1017 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 765 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1084 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 820 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1049 | Tension: 0.999688
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 822 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2133 | Tension: 1.000226
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2166 | Tension: 0.999639
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1239 | Tension: 1.000020
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 878 | Tension: 0.999824
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1294 | Tension: 1.001049
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1934 | Tension: 1.000348
[!] AVALANCHE in head | Flips: 10444 | Tension: 0.996566
Step 48 | Loss: 5.5413 | TPS: 5470.99 | Flips: 0.0386% | P-Scale: 0.9996 | Anneal: 0.74 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1670 | Tension: 0.999314
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1476 | Tension: 0.998863
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 667 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 685 | Tension: 0.999417
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 691 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 705 | Tension: 0.999532
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1062 | Tension: 1.000088
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1086 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 898 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 689 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 841 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 639 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 949 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 701 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1048 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 791 | Tension: 0.999541
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1065 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 859 | Tension: 0.999700
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1202 | Tension: 0.999686
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 825 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2015 | Tension: 1.000229
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2195 | Tension: 0.999641
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1263 | Tension: 1.000021
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 905 | Tension: 0.999824
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1250 | Tension: 1.001053
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1980 | Tension: 1.000351
[!] AVALANCHE in head | Flips: 10442 | Tension: 0.996564
Step 49 | Loss: 5.1158 | TPS: 5426.54 | Flips: 0.0386% | P-Scale: 0.9996 | Anneal: 0.74 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1661 | Tension: 0.999316
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1505 | Tension: 0.998860
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 729 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 660 | Tension: 0.999417
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 766 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 693 | Tension: 0.999532
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1086 | Tension: 1.000087
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1054 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 893 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 670 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 905 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 607 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 873 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 640 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1038 | Tension: 0.999778
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 775 | Tension: 0.999540
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1091 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 869 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1128 | Tension: 0.999685
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 829 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2142 | Tension: 1.000232
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2253 | Tension: 0.999642
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1312 | Tension: 1.000022
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 888 | Tension: 0.999825
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1395 | Tension: 1.001056
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1922 | Tension: 1.000354
[!] AVALANCHE in head | Flips: 9170 | Tension: 0.996562
Step 50 | Loss: 4.8556 | TPS: 5443.20 | Flips: 0.0376% | P-Scale: 0.9996 | Anneal: 0.75 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1637 | Tension: 0.999317
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1521 | Tension: 0.998857
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 737 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 685 | Tension: 0.999416
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 707 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 663 | Tension: 0.999531
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1004 | Tension: 1.000087
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1021 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 885 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 730 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 877 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 654 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 818 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 702 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1023 | Tension: 0.999777
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 763 | Tension: 0.999540
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1069 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 865 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1061 | Tension: 0.999684
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 796 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2209 | Tension: 1.000235
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2180 | Tension: 0.999644
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1159 | Tension: 1.000023
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 787 | Tension: 0.999827
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1244 | Tension: 1.001058
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1860 | Tension: 1.000357
[!] AVALANCHE in head | Flips: 10588 | Tension: 0.996560
Step 51 | Loss: 5.1056 | TPS: 5436.05 | Flips: 0.0383% | P-Scale: 0.9996 | Anneal: 0.76 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1636 | Tension: 0.999318
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1563 | Tension: 0.998855
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 700 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 667 | Tension: 0.999416
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 785 | Tension: 0.999892
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 677 | Tension: 0.999530
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1022 | Tension: 1.000086
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1055 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 910 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 769 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 958 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 686 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 893 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 694 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1000 | Tension: 0.999777
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 787 | Tension: 0.999539
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1110 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 808 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1139 | Tension: 0.999683
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 801 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2125 | Tension: 1.000237
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2126 | Tension: 0.999645
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1194 | Tension: 1.000024
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 760 | Tension: 0.999828
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1250 | Tension: 1.001060
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1960 | Tension: 1.000359
[!] AVALANCHE in head | Flips: 9766 | Tension: 0.996558
Step 52 | Loss: 5.4211 | TPS: 5448.47 | Flips: 0.0379% | P-Scale: 0.9996 | Anneal: 0.76 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1641 | Tension: 0.999320
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1494 | Tension: 0.998852
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 724 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 645 | Tension: 0.999415
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 727 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 665 | Tension: 0.999530
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1024 | Tension: 1.000085
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1027 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 928 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 711 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 938 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 661 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 915 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 717 | Tension: 0.999586
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1048 | Tension: 0.999776
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 717 | Tension: 0.999539
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1033 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 856 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1157 | Tension: 0.999682
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 811 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2172 | Tension: 1.000240
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2244 | Tension: 0.999646
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1235 | Tension: 1.000025
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 766 | Tension: 0.999830
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1227 | Tension: 1.001062
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1934 | Tension: 1.000362
[!] AVALANCHE in head | Flips: 10133 | Tension: 0.996556
Step 53 | Loss: 5.2580 | TPS: 5479.87 | Flips: 0.0382% | P-Scale: 0.9996 | Anneal: 0.77 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1660 | Tension: 0.999321
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1510 | Tension: 0.998849
